name,colonia
"['Calle Cumbres Del Ebro', 'Calle Cumbres Olympus']","Monterrey, Nuevo León, Mexico"
"['Calle Cumbres De Asturias', 'Calle Cumbres De Málaga']","Monterrey, Nuevo León, Mexico"
"['Calle Cumbres De Alcantora', 'Calle Cumbres De Cantabria']","Monterrey, Nuevo León, Mexico"
"['Calle Bosque De Fresnos', 'Calle Bosque De Yucas', 'Calle Bosque De Ceibas']","Monterrey, Nuevo León, Mexico"
"['Calle Cumbres De Creta', 'Calle Cumbres Del Ebro']","Monterrey, Nuevo León, Mexico"
Calle Misión De Loreto,"Monterrey, Nuevo León, Mexico"
Calle Alta Vista,"Monterrey, Nuevo León, Mexico"
Calle Hacienda Mezquital,"Monterrey, Nuevo León, Mexico"
Cerrada de los Arcos,"Monterrey, Nuevo León, Mexico"
Calle Baluarte,"Monterrey, Nuevo León, Mexico"
Calle Vista Real,"Monterrey, Nuevo León, Mexico"
Calle Arenula,"Monterrey, Nuevo León, Mexico"
Calle Torre Del Greco,"Monterrey, Nuevo León, Mexico"
Calle Mestre,"Monterrey, Nuevo León, Mexico"
"['Calle Corso', 'Calle Arenula']","Monterrey, Nuevo León, Mexico"
"['Calle Azucena', 'Calle Nardo']","Monterrey, Nuevo León, Mexico"
"['Calle Hacienda Carrizales', 'Calle Hacienda Nogales']","Monterrey, Nuevo León, Mexico"
"['Calle Mercurio', 'Calle Plutón']","Monterrey, Nuevo León, Mexico"
Calle Villalba,"Monterrey, Nuevo León, Mexico"
"['Calle Cefas', 'Eneas', 'Calle Eneas']","Monterrey, Nuevo León, Mexico"
Calle Jerusalén,"Monterrey, Nuevo León, Mexico"
Calle Betania,"Monterrey, Nuevo León, Mexico"
"['Calle Jerusalén', 'Calle Canal Medular']","Monterrey, Nuevo León, Mexico"
Isla Martinica,"Monterrey, Nuevo León, Mexico"
Calle Isla Concepción,"Monterrey, Nuevo León, Mexico"
Calle Isla Martinica,"Monterrey, Nuevo León, Mexico"
Privada Isla Martinica,"Monterrey, Nuevo León, Mexico"
Calle Pastizal,"Monterrey, Nuevo León, Mexico"
Calle Camperos,"Monterrey, Nuevo León, Mexico"
"['Calle Antiguo Camino Real', 'Calle Canal De Aztlán']","Monterrey, Nuevo León, Mexico"
"['Calle Financiera', 'Calle De La Industria']","Monterrey, Nuevo León, Mexico"
Calle De La Industria,"Monterrey, Nuevo León, Mexico"
Calle Escuintla,"Monterrey, Nuevo León, Mexico"
Calle Pijijiapan,"Monterrey, Nuevo León, Mexico"
Calle Textil,"Monterrey, Nuevo León, Mexico"
Calle Del Vidrio,"Monterrey, Nuevo León, Mexico"
Calle Cementera,"Monterrey, Nuevo León, Mexico"
Calle Química,"Monterrey, Nuevo León, Mexico"
Calle Mapastepec,"Monterrey, Nuevo León, Mexico"
Calle Del Acero,"Monterrey, Nuevo León, Mexico"
Calle Huixtla,"Monterrey, Nuevo León, Mexico"
Calle Artesanal,"Monterrey, Nuevo León, Mexico"
"['Calle Espacial', 'Calle Artesanal', 'Calle Química']","Monterrey, Nuevo León, Mexico"
"['Calle Metalúrgica', 'Calle Manufacturera', 'Calle De Alimentos']","Monterrey, Nuevo León, Mexico"
Calle Metalúrgica,"Monterrey, Nuevo León, Mexico"
Calle Manufacturera,"Monterrey, Nuevo León, Mexico"
"['Calle Artesanal', 'Calle Espacial', 'Calle Química']","Monterrey, Nuevo León, Mexico"
"['Calle De La Comunicación', 'Calle Vinícola', 'Calle Del Turismo']","Monterrey, Nuevo León, Mexico"
Calle Del Turismo,"Monterrey, Nuevo León, Mexico"
"['Calle De La Pesca', 'Calle Cervecera', 'Calle Cine']","Monterrey, Nuevo León, Mexico"
Calle Cervecera,"Monterrey, Nuevo León, Mexico"
Calle De La Pesca,"Monterrey, Nuevo León, Mexico"
"['Calle De La Comunicación', 'Calle Del Turismo', 'Calle Vinícola']","Monterrey, Nuevo León, Mexico"
Calle De La Comunicación,"Monterrey, Nuevo León, Mexico"
"['Calle Avícola', 'Calle Forestal', 'Calle La Educación']","Monterrey, Nuevo León, Mexico"
Calle Avícola,"Monterrey, Nuevo León, Mexico"
"['Calle De La Transformación', 'Calle Pecuaria', 'Calle De La Construcción']","Monterrey, Nuevo León, Mexico"
Calle De La Transformación,"Monterrey, Nuevo León, Mexico"
Calle Naviera,"Monterrey, Nuevo León, Mexico"
Calle Mixe,"Monterrey, Nuevo León, Mexico"
Calle Ruox,"Monterrey, Nuevo León, Mexico"
"['Calle Naviera', 'Calle Tabacalera', 'Calle Científica']","Monterrey, Nuevo León, Mexico"
Calle Forestal,"Monterrey, Nuevo León, Mexico"
Calle De La Construcción,"Monterrey, Nuevo León, Mexico"
"['Calle Tabacalera', 'Calle Naviera', 'Calle Científica']","Monterrey, Nuevo León, Mexico"
Calle Tabacalera,"Monterrey, Nuevo León, Mexico"
"['Calle Petróleo', 'Calle Minera', 'Calle Agropecuaria']","Monterrey, Nuevo León, Mexico"
Calle Minera,"Monterrey, Nuevo León, Mexico"
Calle Agropecuaria,"Monterrey, Nuevo León, Mexico"
Calle El Paso,"Monterrey, Nuevo León, Mexico"
Calle Escobilla,"Monterrey, Nuevo León, Mexico"
Calle Ebanillo,"Monterrey, Nuevo León, Mexico"
Calle Colonia,"Monterrey, Nuevo León, Mexico"
Calle Marioloia,"Monterrey, Nuevo León, Mexico"
Calle Paseo del Cedro,"Monterrey, Nuevo León, Mexico"
Calle Paseo de los Olivos,"Monterrey, Nuevo León, Mexico"
Calle Súchil,"Monterrey, Nuevo León, Mexico"
Calle Añil,"Monterrey, Nuevo León, Mexico"
Privada Antón De Alaminos,"Monterrey, Nuevo León, Mexico"
Calle Paseo de Los Alpes,"Monterrey, Nuevo León, Mexico"
Calle Paseo del Ciprés,"Monterrey, Nuevo León, Mexico"
"['Calle Paseo de Los Alpes', 'Calle Paseo de los Alpes']","Monterrey, Nuevo León, Mexico"
Calle Paseo Ciprés,"Monterrey, Nuevo León, Mexico"
Calle Mostaza,"Monterrey, Nuevo León, Mexico"
Calle Salvia,"Monterrey, Nuevo León, Mexico"
Calle Iguazú,"Monterrey, Nuevo León, Mexico"
"['Calle Paseo de los Alpes', 'Calle Paseo de Los Alpes']","Monterrey, Nuevo León, Mexico"
Calle 5 De Mayo,"Monterrey, Nuevo León, Mexico"
Privada Montaña,"Monterrey, Nuevo León, Mexico"
Calle 13 Marzo,"Monterrey, Nuevo León, Mexico"
Rincón Del Cerro,"Monterrey, Nuevo León, Mexico"
Privada La Esperanza,"Monterrey, Nuevo León, Mexico"
"['Calle 13 Marzo', 'Camino Real']","Monterrey, Nuevo León, Mexico"
Calle 20 De Noviembre,"Monterrey, Nuevo León, Mexico"
Calle Adame,"Monterrey, Nuevo León, Mexico"
Calle 23 De Marzo,"Monterrey, Nuevo León, Mexico"
Privada Profesor Antonio Garate,"Monterrey, Nuevo León, Mexico"
"['Calle Lino Segura', 'Privada La Esperanza']","Monterrey, Nuevo León, Mexico"
Calle El Arroyo,"Monterrey, Nuevo León, Mexico"
Privada Lino Segura,"Monterrey, Nuevo León, Mexico"
Privada Quintal,"Monterrey, Nuevo León, Mexico"
Calle Estéreo,"Monterrey, Nuevo León, Mexico"
Calle Quintal,"Monterrey, Nuevo León, Mexico"
Calle Hotel Río,"Monterrey, Nuevo León, Mexico"
Calle 7 de Enero,"Monterrey, Nuevo León, Mexico"
"['Calle El Norte', 'Calle Hylsa']","Monterrey, Nuevo León, Mexico"
Mamulique,"Monterrey, Nuevo León, Mexico"
Privada Hidalgo,"Monterrey, Nuevo León, Mexico"
Privada Arboledas,"Monterrey, Nuevo León, Mexico"
Privada Iturbide,"Monterrey, Nuevo León, Mexico"
"['Calle Villaldama', 'Calle Benito Juárez']","Monterrey, Nuevo León, Mexico"
Interior de Galerias,"Monterrey, Nuevo León, Mexico"
Príncipe,"Monterrey, Nuevo León, Mexico"
Privada Delfín,"Monterrey, Nuevo León, Mexico"
Privada Lord,"Monterrey, Nuevo León, Mexico"
Privada Sur,"Monterrey, Nuevo León, Mexico"
Lord,"Monterrey, Nuevo León, Mexico"
A Gas 8522,"Monterrey, Nuevo León, Mexico"
Calle Brisa Del Lago,"Monterrey, Nuevo León, Mexico"
A Gas 8599,"Monterrey, Nuevo León, Mexico"
Benítez,"Monterrey, Nuevo León, Mexico"
Avenida 12a,"Monterrey, Nuevo León, Mexico"
Calle San Roque,"Monterrey, Nuevo León, Mexico"
Salida Estacionamiento Aula Magna,"Monterrey, Nuevo León, Mexico"
Calle Paseo del Márquez,"Monterrey, Nuevo León, Mexico"
Privada Márquez del Risco,"Monterrey, Nuevo León, Mexico"
Rio Janitzio,"Monterrey, Nuevo León, Mexico"
Río Potomac,"Monterrey, Nuevo León, Mexico"
Calle Federico Idar,"Monterrey, Nuevo León, Mexico"
B. Fontes,"Monterrey, Nuevo León, Mexico"
José Natividad Reza,"Monterrey, Nuevo León, Mexico"
Mar Rojo,"Monterrey, Nuevo León, Mexico"
Alfredo C. García,"Monterrey, Nuevo León, Mexico"
Próceres,"Monterrey, Nuevo León, Mexico"
Conrado Rochín,"Monterrey, Nuevo León, Mexico"
Calle Caudillos,"Monterrey, Nuevo León, Mexico"
Calle Sendero de los Lirios,"Monterrey, Nuevo León, Mexico"
Calle Cuauhtémoc,"Monterrey, Nuevo León, Mexico"
Privada Miguel C. Abasta,"Monterrey, Nuevo León, Mexico"
Privada Agave,"Monterrey, Nuevo León, Mexico"
Calle Agave,"Monterrey, Nuevo León, Mexico"
Calle Lago,"Monterrey, Nuevo León, Mexico"
Calle Mezcal,"Monterrey, Nuevo León, Mexico"
Privada Maguey,"Monterrey, Nuevo León, Mexico"
Privada Jardín Del Edén,"Monterrey, Nuevo León, Mexico"
Calle Minas,"Monterrey, Nuevo León, Mexico"
Privada Jardín El Escorial,"Monterrey, Nuevo León, Mexico"
Calle Valles,"Monterrey, Nuevo León, Mexico"
Privada Ríos,"Monterrey, Nuevo León, Mexico"
Privada Jardín Del Prado,"Monterrey, Nuevo León, Mexico"
Privada Jardines De Viena,"Monterrey, Nuevo León, Mexico"
Calle Caracol,"Monterrey, Nuevo León, Mexico"
Calle Jardín Del Edén,"Monterrey, Nuevo León, Mexico"
Calle Del Refugio,"Monterrey, Nuevo León, Mexico"
Prolongación Río Nazas,"Monterrey, Nuevo León, Mexico"
Calle Crest,"Monterrey, Nuevo León, Mexico"
"['Calle Crest', 'Calle Del Refugio']","Monterrey, Nuevo León, Mexico"
Calle Alfar,"Monterrey, Nuevo León, Mexico"
Calle Figurina,"Monterrey, Nuevo León, Mexico"
Calle Berroqueña,"Monterrey, Nuevo León, Mexico"
"['Calle Berroqueña', 'Calle Alfar']","Monterrey, Nuevo León, Mexico"
Privada Figurina,"Monterrey, Nuevo León, Mexico"
Privada Loma Corta,"Monterrey, Nuevo León, Mexico"
Privada San Agustín,"Monterrey, Nuevo León, Mexico"
Andador San Agustín,"Monterrey, Nuevo León, Mexico"
Privada Niza,"Monterrey, Nuevo León, Mexico"
Cumbre Inglesa,"Monterrey, Nuevo León, Mexico"
"['Privada Niza', 'Cumbre Inglesa']","Monterrey, Nuevo León, Mexico"
Puente Pedro Martínez,"Monterrey, Nuevo León, Mexico"
Calle Michoacán,"Monterrey, Nuevo León, Mexico"
Fenol,"Monterrey, Nuevo León, Mexico"
Indeno,"Monterrey, Nuevo León, Mexico"
Metano,"Monterrey, Nuevo León, Mexico"
Calle Unidad Del Pueblo,"Monterrey, Nuevo León, Mexico"
Parafina,"Monterrey, Nuevo León, Mexico"
Cajeme,"Monterrey, Nuevo León, Mexico"
Librado Rivera,"Monterrey, Nuevo León, Mexico"
Calle Profesor Lázaro Garza Ayala,"Monterrey, Nuevo León, Mexico"
Calle Abasolo,"Monterrey, Nuevo León, Mexico"
Avenida La Esperanza,"Monterrey, Nuevo León, Mexico"
Lucio Cabañas,"Monterrey, Nuevo León, Mexico"
Privada Manuel M. Ponce,"Monterrey, Nuevo León, Mexico"
Calle Alexander Borodin,"Monterrey, Nuevo León, Mexico"
Calle Capri,"Monterrey, Nuevo León, Mexico"
Avenida de la Aurora,"Monterrey, Nuevo León, Mexico"
Ecovía - Valle Soleado a Lincoln,"Monterrey, Nuevo León, Mexico"
Privada Ponciano Arriaga,"Monterrey, Nuevo León, Mexico"
Ponciano Arriaga,"Monterrey, Nuevo León, Mexico"
Calle Arriaga,"Monterrey, Nuevo León, Mexico"
Arriaga,"Monterrey, Nuevo León, Mexico"
Cerrada Cestonia,"Monterrey, Nuevo León, Mexico"
Avenida De Las Aves,"Monterrey, Nuevo León, Mexico"
Calle Madero,"Monterrey, Nuevo León, Mexico"
Ciudad Victoria,"Monterrey, Nuevo León, Mexico"
Calle Parque Poniente,"Monterrey, Nuevo León, Mexico"
Privada Donatello,"Monterrey, Nuevo León, Mexico"
Calle Botticelli,"Monterrey, Nuevo León, Mexico"
"['Bacio', 'Calle Bacio']","Monterrey, Nuevo León, Mexico"
Calle Bellini,"Monterrey, Nuevo León, Mexico"
Privada Bellini,"Monterrey, Nuevo León, Mexico"
Calle Bramante,"Monterrey, Nuevo León, Mexico"
Calle Donatello,"Monterrey, Nuevo León, Mexico"
Calle Leonardo,"Monterrey, Nuevo León, Mexico"
Calle Veronés,"Monterrey, Nuevo León, Mexico"
Calle Rafael,"Monterrey, Nuevo León, Mexico"
Calle Frangellico,"Monterrey, Nuevo León, Mexico"
Privada Cotto,"Monterrey, Nuevo León, Mexico"
Calle Ciudad Madrid,"Monterrey, Nuevo León, Mexico"
Calle Ciudad Valencia,"Monterrey, Nuevo León, Mexico"
Calle Ciudad Barcelona,"Monterrey, Nuevo León, Mexico"
Ciudad Cadiz,"Monterrey, Nuevo León, Mexico"
Calle Ciudad Bilbao,"Monterrey, Nuevo León, Mexico"
Calle Ciudad Marbella,"Monterrey, Nuevo León, Mexico"
Calle Imola,"Monterrey, Nuevo León, Mexico"
Calle Moncalieri,"Monterrey, Nuevo León, Mexico"
"['Calle Venecia', 'Camino al pico Perico']","Monterrey, Nuevo León, Mexico"
1a de los Ruteros,"Monterrey, Nuevo León, Mexico"
Hipolito Irigoyen,"Monterrey, Nuevo León, Mexico"
Calle Egira,"Monterrey, Nuevo León, Mexico"
Privada Colina Baja,"Monterrey, Nuevo León, Mexico"
Privada Colina Real,"Monterrey, Nuevo León, Mexico"
Cervera del Rio,"Monterrey, Nuevo León, Mexico"
Calle del Mango,"Monterrey, Nuevo León, Mexico"
"['Calle Los Nogales', 'Los Nogales']","Monterrey, Nuevo León, Mexico"
Calle Del Tamarindo,"Monterrey, Nuevo León, Mexico"
Calle del Olivo,"Monterrey, Nuevo León, Mexico"
Calle del Trueno,"Monterrey, Nuevo León, Mexico"
Calle Del Manzano,"Monterrey, Nuevo León, Mexico"
Calle Mandarina,"Monterrey, Nuevo León, Mexico"
Calle del Plátano,"Monterrey, Nuevo León, Mexico"
Calle Del Naranjo,"Monterrey, Nuevo León, Mexico"
Calle Juan F. Escamilla,"Monterrey, Nuevo León, Mexico"
"['Calle Equilibristas', 'Antiguo Camino Real']","Monterrey, Nuevo León, Mexico"
Calle Marineros,"Monterrey, Nuevo León, Mexico"
Calle Parque Colotlán,"Monterrey, Nuevo León, Mexico"
"['Calle Parque Izcuatl', 'Calle Parque Guasave']","Monterrey, Nuevo León, Mexico"
Calle Jaguares,"Monterrey, Nuevo León, Mexico"
Agrícola,"Monterrey, Nuevo León, Mexico"
Calle Paseo Sandra,"Monterrey, Nuevo León, Mexico"
Calle Alaska,"Monterrey, Nuevo León, Mexico"
Calle República De Chile,"Monterrey, Nuevo León, Mexico"
Privada Ecuador,"Monterrey, Nuevo León, Mexico"
Privada Burgos,"Monterrey, Nuevo León, Mexico"
Privada Logroña,"Monterrey, Nuevo León, Mexico"
Modelo,"Monterrey, Nuevo León, Mexico"
Los Villa,"Monterrey, Nuevo León, Mexico"
Privada Pedro Quintanilla Coffin,"Monterrey, Nuevo León, Mexico"
Liga Femenil,"Monterrey, Nuevo León, Mexico"
Calle La Comuna,"Monterrey, Nuevo León, Mexico"
Calle Juventud,"Monterrey, Nuevo León, Mexico"
Liberación Social,"Monterrey, Nuevo León, Mexico"
18 de Febrero,"Monterrey, Nuevo León, Mexico"
Doroteo Arango,"Monterrey, Nuevo León, Mexico"
De La Adelita,"Monterrey, Nuevo León, Mexico"
Derecho de Posesión,"Monterrey, Nuevo León, Mexico"
"['Calle Salitre', 'Ricardo Flores Magón']","Monterrey, Nuevo León, Mexico"
Solidaridad,"Monterrey, Nuevo León, Mexico"
Privada Benítez,"Monterrey, Nuevo León, Mexico"
Privada Almazan,"Monterrey, Nuevo León, Mexico"
"['Ignacio Zaragoza', 'Calle Ignacio Zaragoza']","Monterrey, Nuevo León, Mexico"
Calle Garza Ayala,"Monterrey, Nuevo León, Mexico"
Calle Pico Turquino,"Monterrey, Nuevo León, Mexico"
"['Avenida La Esperanza', 'Revolución Proletaria']","Monterrey, Nuevo León, Mexico"
Privada Lucio Blanco,"Monterrey, Nuevo León, Mexico"
"['Calle Francisco Villa', 'Emiliano Zapata', 'Ricardo Flores Magón']","Monterrey, Nuevo León, Mexico"
Privada Zaragoza,"Monterrey, Nuevo León, Mexico"
7 de Noviembre,"Monterrey, Nuevo León, Mexico"
26 de Enero,"Monterrey, Nuevo León, Mexico"
Cafe Sofía Fucci de Allende,"Monterrey, Nuevo León, Mexico"
Calle Alberto Anaya,"Monterrey, Nuevo León, Mexico"
General Genovevo de la O,"Monterrey, Nuevo León, Mexico"
Calle 18 de Febrero,"Monterrey, Nuevo León, Mexico"
Calle Sector Heroico,"Monterrey, Nuevo León, Mexico"
Avenida Terileno,"Monterrey, Nuevo León, Mexico"
Avenida Hulla,"Monterrey, Nuevo León, Mexico"
Calle Galalita,"Monterrey, Nuevo León, Mexico"
Avenida Orlón,"Monterrey, Nuevo León, Mexico"
Calle Radomo,"Monterrey, Nuevo León, Mexico"
Privada Che Guevara,"Monterrey, Nuevo León, Mexico"
Calle Che Guevara,"Monterrey, Nuevo León, Mexico"
Estireno,"Monterrey, Nuevo León, Mexico"
Calle Justicia Social,"Monterrey, Nuevo León, Mexico"
Butano,"Monterrey, Nuevo León, Mexico"
Propano,"Monterrey, Nuevo León, Mexico"
"['Ricardo Flores Magón', 'Calle Salitre']","Monterrey, Nuevo León, Mexico"
Calle Cinco de Mayo,"Monterrey, Nuevo León, Mexico"
Calle Primero de Mayo,"Monterrey, Nuevo León, Mexico"
Calle 16 de Septiembre,"Monterrey, Nuevo León, Mexico"
Calle Las Trancas,"Monterrey, Nuevo León, Mexico"
Calle El Mercado,"Monterrey, Nuevo León, Mexico"
Calle 26 de Marzo,"Monterrey, Nuevo León, Mexico"
Calle Eolo,"Monterrey, Nuevo León, Mexico"
Calle Baco,"Monterrey, Nuevo León, Mexico"
Playa,"Monterrey, Nuevo León, Mexico"
"['Calle Segunda de Cuautla', 'Calle Michoacán']","Monterrey, Nuevo León, Mexico"
Arrecife,"Monterrey, Nuevo León, Mexico"
Isla,"Monterrey, Nuevo León, Mexico"
Calle Tercera de Cuautla,"Monterrey, Nuevo León, Mexico"
Marea Alta,"Monterrey, Nuevo León, Mexico"
Privada Arrecife,"Monterrey, Nuevo León, Mexico"
Fundidora,"Monterrey, Nuevo León, Mexico"
Península,"Monterrey, Nuevo León, Mexico"
Olas,"Monterrey, Nuevo León, Mexico"
Privada Cuautla,"Monterrey, Nuevo León, Mexico"
Abisal,"Monterrey, Nuevo León, Mexico"
Marea Baja,"Monterrey, Nuevo León, Mexico"
Bahía,"Monterrey, Nuevo León, Mexico"
Calle Morelos,"Monterrey, Nuevo León, Mexico"
Calle Ejido,"Monterrey, Nuevo León, Mexico"
Farallón,"Monterrey, Nuevo León, Mexico"
Alfonso Esparza Oteo,"Monterrey, Nuevo León, Mexico"
California,"Monterrey, Nuevo León, Mexico"
Xochicalco,"Monterrey, Nuevo León, Mexico"
Profesor D. Flores,"Monterrey, Nuevo León, Mexico"
Caribe,"Monterrey, Nuevo León, Mexico"
Cuernavaca,"Monterrey, Nuevo León, Mexico"
Zacatepec,"Monterrey, Nuevo León, Mexico"
Privada Norte,"Monterrey, Nuevo León, Mexico"
Calle Oaxtepec,"Monterrey, Nuevo León, Mexico"
Tepoztlán,"Monterrey, Nuevo León, Mexico"
Amayuca,"Monterrey, Nuevo León, Mexico"
Calle Valle Cortés,"Monterrey, Nuevo León, Mexico"
Yautepec,"Monterrey, Nuevo León, Mexico"
Calle Tejalapa,"Monterrey, Nuevo León, Mexico"
Cuautla,"Monterrey, Nuevo León, Mexico"
Calle Mejorana,"Monterrey, Nuevo León, Mexico"
Jazmín,"Monterrey, Nuevo León, Mexico"
Calle 30 De Octubre,"Monterrey, Nuevo León, Mexico"
20 de Noviembre,"Monterrey, Nuevo León, Mexico"
Agapando,"Monterrey, Nuevo León, Mexico"
El Deslinde,"Monterrey, Nuevo León, Mexico"
Isabel Jáuregui,"Monterrey, Nuevo León, Mexico"
14 de Abril,"Monterrey, Nuevo León, Mexico"
J J Franco,"Monterrey, Nuevo León, Mexico"
Calle Girasol,"Monterrey, Nuevo León, Mexico"
J J Pagaza,"Monterrey, Nuevo León, Mexico"
Violetas,"Monterrey, Nuevo León, Mexico"
Calle Azalea,"Monterrey, Nuevo León, Mexico"
3° privada,"Monterrey, Nuevo León, Mexico"
Calle Tulipán,"Monterrey, Nuevo León, Mexico"
2° privada,"Monterrey, Nuevo León, Mexico"
Bugambilia,"Monterrey, Nuevo León, Mexico"
1° privada,"Monterrey, Nuevo León, Mexico"
Alcatraz,"Monterrey, Nuevo León, Mexico"
Tulipán,"Monterrey, Nuevo León, Mexico"
Carranza Llano,"Monterrey, Nuevo León, Mexico"
Calle Profesora Julia Villarreal,"Monterrey, Nuevo León, Mexico"
Calle Profesor Eulogio Flores,"Monterrey, Nuevo León, Mexico"
Macario Pérez,"Monterrey, Nuevo León, Mexico"
Calle Profesor Celso Flores Zamora,"Monterrey, Nuevo León, Mexico"
Calle Profesora Delfina Flores,"Monterrey, Nuevo León, Mexico"
Calle Profesor Bernardo Garza Treviño,"Monterrey, Nuevo León, Mexico"
Avenida Licenciado Arturo B. de la Garza,"Monterrey, Nuevo León, Mexico"
Profesor Rodolfo Z. González,"Monterrey, Nuevo León, Mexico"
Privada Profesora Julia Villarreal,"Monterrey, Nuevo León, Mexico"
Privada Profesor Eulogio Flores,"Monterrey, Nuevo León, Mexico"
Privada Profesora Delfina Flores,"Monterrey, Nuevo León, Mexico"
Privada Profesor Bernardo Garza Treviño,"Monterrey, Nuevo León, Mexico"
Azucena,"Monterrey, Nuevo León, Mexico"
Calle Rosas,"Monterrey, Nuevo León, Mexico"
Lomas del Potosí,"Monterrey, Nuevo León, Mexico"
"['Loma del Sol', 'Valle del Olvido']","Monterrey, Nuevo León, Mexico"
Privada Lomas del Cerro,"Monterrey, Nuevo León, Mexico"
Calle Loma del Peñasco,"Monterrey, Nuevo León, Mexico"
Calle Loma del Sol,"Monterrey, Nuevo León, Mexico"
Loma del Sol,"Monterrey, Nuevo León, Mexico"
Valle del Olvido,"Monterrey, Nuevo León, Mexico"
"['Valle del Olvido', 'Loma del Sol']","Monterrey, Nuevo León, Mexico"
Andador Loma Azul,"Monterrey, Nuevo León, Mexico"
Calle Loma Pocito,"Monterrey, Nuevo León, Mexico"
Loma Chiquita,"Monterrey, Nuevo León, Mexico"
Loma del Cerro,"Monterrey, Nuevo León, Mexico"
Callejón del Peñasco,"Monterrey, Nuevo León, Mexico"
Calle Loma Seca,"Monterrey, Nuevo León, Mexico"
Loma Verde,"Monterrey, Nuevo León, Mexico"
Privada Salinas,"Monterrey, Nuevo León, Mexico"
Calle Los Rodríguez,"Monterrey, Nuevo León, Mexico"
"['Calle Las Planicies', 'Calle Los Rodríguez']","Monterrey, Nuevo León, Mexico"
Calle Puebla De Los Ángeles,"Monterrey, Nuevo León, Mexico"
Calle Botessine,"Monterrey, Nuevo León, Mexico"
Privada Mier Y Noriega,"Monterrey, Nuevo León, Mexico"
Revolucion,"Monterrey, Nuevo León, Mexico"
Calle Lorenzo Alberto Salvi,"Monterrey, Nuevo León, Mexico"
Salinillas,"Monterrey, Nuevo León, Mexico"
"['Calle Apodaca', 'Los Rodríguez']","Monterrey, Nuevo León, Mexico"
Los Rodríguez,"Monterrey, Nuevo León, Mexico"
Pablillo,"Monterrey, Nuevo León, Mexico"
"['Pablillo', 'Calle Apodaca']","Monterrey, Nuevo León, Mexico"
San Miguel,"Monterrey, Nuevo León, Mexico"
Santa Ana,"Monterrey, Nuevo León, Mexico"
Calle Los Ramones,"Monterrey, Nuevo León, Mexico"
Calle Santa Rosa,"Monterrey, Nuevo León, Mexico"
"['Bustamante', 'Privada San Cosme']","Monterrey, Nuevo León, Mexico"
San Pablo Guelatao,"Monterrey, Nuevo León, Mexico"
Diego de Ayala,"Monterrey, Nuevo León, Mexico"
"['San Pablo Guelatao', 'José Treviño']","Monterrey, Nuevo León, Mexico"
Diego Ayala,"Monterrey, Nuevo León, Mexico"
Privada Ayala,"Monterrey, Nuevo León, Mexico"
Privada San Cosme,"Monterrey, Nuevo León, Mexico"
Calle Marcos González,"Monterrey, Nuevo León, Mexico"
Calle Mateo de Villafranca,"Monterrey, Nuevo León, Mexico"
Calle Leonor Navarro,"Monterrey, Nuevo León, Mexico"
Calle Fionta,"Monterrey, Nuevo León, Mexico"
Sauce,"Monterrey, Nuevo León, Mexico"
Palo De Rosa,"Monterrey, Nuevo León, Mexico"
Olmo,"Monterrey, Nuevo León, Mexico"
Calle Los Montes,"Monterrey, Nuevo León, Mexico"
Calle Antonio Barona,"Monterrey, Nuevo León, Mexico"
Calle Sarán,"Monterrey, Nuevo León, Mexico"
Manzano,"Monterrey, Nuevo León, Mexico"
Calle Kerosén,"Monterrey, Nuevo León, Mexico"
Francisco Pacheco,"Monterrey, Nuevo León, Mexico"
Calle Hacienda Chinameca,"Monterrey, Nuevo León, Mexico"
Calle Petróleo,"Monterrey, Nuevo León, Mexico"
Calle Rilsan,"Monterrey, Nuevo León, Mexico"
Calle Alquitrán,"Monterrey, Nuevo León, Mexico"
Calle Resina,"Monterrey, Nuevo León, Mexico"
Calle Acetileno,"Monterrey, Nuevo León, Mexico"
Francisco Coss,"Monterrey, Nuevo León, Mexico"
Calle Propileno,"Monterrey, Nuevo León, Mexico"
Calle 14 De Octubre,"Monterrey, Nuevo León, Mexico"
Calle Dacrón,"Monterrey, Nuevo León, Mexico"
Calle Acrílico,"Monterrey, Nuevo León, Mexico"
Calle Coalición Del Noreste,"Monterrey, Nuevo León, Mexico"
Calle Hermandad,"Monterrey, Nuevo León, Mexico"
Calle Arroba,"Monterrey, Nuevo León, Mexico"
Privada Amistad,"Monterrey, Nuevo León, Mexico"
Privada Fraternidad,"Monterrey, Nuevo León, Mexico"
Privada Fanega,"Monterrey, Nuevo León, Mexico"
Privada Arroba,"Monterrey, Nuevo León, Mexico"
Calle Fanega,"Monterrey, Nuevo León, Mexico"
Matías Ramos,"Monterrey, Nuevo León, Mexico"
Manuel L. Gómez,"Monterrey, Nuevo León, Mexico"
Calle Manuel P. de Llano,"Monterrey, Nuevo León, Mexico"
Miguel Auza,"Monterrey, Nuevo León, Mexico"
"['Miguel Auza', 'Manuel P. de Llano']","Monterrey, Nuevo León, Mexico"
"['Leopoldo González Sáenz', 'Manuel L. Gómez']","Monterrey, Nuevo León, Mexico"
Calle Narciso Mendoza,"Monterrey, Nuevo León, Mexico"
Clavellinas,"Monterrey, Nuevo León, Mexico"
Andador Uno,"Monterrey, Nuevo León, Mexico"
Manuel Z. Gómez,"Monterrey, Nuevo León, Mexico"
José Sotero Noriega,"Monterrey, Nuevo León, Mexico"
José María Viesca Montes,"Monterrey, Nuevo León, Mexico"
