name,colonia
Calle Arianto,"Monterrey, Nuevo León, Mexico"
Calle Espiri,"Monterrey, Nuevo León, Mexico"
Calle Mangle,"Monterrey, Nuevo León, Mexico"
Calle Mirabel,"Monterrey, Nuevo León, Mexico"
Calle Estragón,"Monterrey, Nuevo León, Mexico"
Calle Ravenala,"Monterrey, Nuevo León, Mexico"
Calle Brezo,"Monterrey, Nuevo León, Mexico"
"['Calle Oxálida', 'Calle Llantén']","Monterrey, Nuevo León, Mexico"
Calle Oxálida,"Monterrey, Nuevo León, Mexico"
Calle Ficus,"Monterrey, Nuevo León, Mexico"
Calle Menta,"Monterrey, Nuevo León, Mexico"
"['Calle Oxálida', 'Calle Persicaria']","Monterrey, Nuevo León, Mexico"
Calle Persicaria,"Monterrey, Nuevo León, Mexico"
Calle Pimentero,"Monterrey, Nuevo León, Mexico"
Calle Panalero,"Monterrey, Nuevo León, Mexico"
Calle Duraznillo,"Monterrey, Nuevo León, Mexico"
Calle Umbela,"Monterrey, Nuevo León, Mexico"
Calle Tomillo,"Monterrey, Nuevo León, Mexico"
Calle Frutilla,"Monterrey, Nuevo León, Mexico"
Calle Alboquerón,"Monterrey, Nuevo León, Mexico"
Calle Laúd,"Monterrey, Nuevo León, Mexico"
Calle Acónito,"Monterrey, Nuevo León, Mexico"
Calle Rafia,"Monterrey, Nuevo León, Mexico"
Calle Helicón,"Monterrey, Nuevo León, Mexico"
Calle Higuerillas,"Monterrey, Nuevo León, Mexico"
Calle Diosma,"Monterrey, Nuevo León, Mexico"
Calle Guitarra,"Monterrey, Nuevo León, Mexico"
Calle Figle,"Monterrey, Nuevo León, Mexico"
Calle Heliotropo,"Monterrey, Nuevo León, Mexico"
Calle Drosera,"Monterrey, Nuevo León, Mexico"
Calle Tejado,"Monterrey, Nuevo León, Mexico"
Calle Bombardeen,"Monterrey, Nuevo León, Mexico"
Calle Frontón,"Monterrey, Nuevo León, Mexico"
Calle Basamento,"Monterrey, Nuevo León, Mexico"
Calle Agripalma,"Monterrey, Nuevo León, Mexico"
Calle Candelilla,"Monterrey, Nuevo León, Mexico"
Guayule,"Monterrey, Nuevo León, Mexico"
Calle Savila,"Monterrey, Nuevo León, Mexico"
Calle Acebo,"Monterrey, Nuevo León, Mexico"
Calle Diapasón,"Monterrey, Nuevo León, Mexico"
Calle Maineles,"Monterrey, Nuevo León, Mexico"
Calle Banjo,"Monterrey, Nuevo León, Mexico"
Calle Ménsula,"Monterrey, Nuevo León, Mexico"
Calle Marimba,"Monterrey, Nuevo León, Mexico"
Calle Oboe,"Monterrey, Nuevo León, Mexico"
Calle Violín,"Monterrey, Nuevo León, Mexico"
Calle Guayule,"Monterrey, Nuevo León, Mexico"
Calle Cornisa,"Monterrey, Nuevo León, Mexico"
Calle Canalera,"Monterrey, Nuevo León, Mexico"
Calle Mandolina,"Monterrey, Nuevo León, Mexico"
Calle Fresara,"Monterrey, Nuevo León, Mexico"
Castañeda,"Monterrey, Nuevo León, Mexico"
Calle Clarín,"Monterrey, Nuevo León, Mexico"
Calle Gobernadora,"Monterrey, Nuevo León, Mexico"
Calle Saxofón,"Monterrey, Nuevo León, Mexico"
Calle Contrabajo,"Monterrey, Nuevo León, Mexico"
Calle Albaida,"Monterrey, Nuevo León, Mexico"
Calle Bellote,"Monterrey, Nuevo León, Mexico"
Calle Tepozán,"Monterrey, Nuevo León, Mexico"
Calle Alga,"Monterrey, Nuevo León, Mexico"
Calle Ático,"Monterrey, Nuevo León, Mexico"
Calle Dovela,"Monterrey, Nuevo León, Mexico"
Calle Alacena,"Monterrey, Nuevo León, Mexico"
Calle Heveo,"Monterrey, Nuevo León, Mexico"
Calle Artesan,"Monterrey, Nuevo León, Mexico"
Calle Uña de Gato,"Monterrey, Nuevo León, Mexico"
Calle Heno,"Monterrey, Nuevo León, Mexico"
Calle Entrepaño,"Monterrey, Nuevo León, Mexico"
Calle La Bica,"Monterrey, Nuevo León, Mexico"
Calle Lumbrero,"Monterrey, Nuevo León, Mexico"
Calle Sábila,"Monterrey, Nuevo León, Mexico"
Calle Tragaluzo,"Monterrey, Nuevo León, Mexico"
Calle Jamba,"Monterrey, Nuevo León, Mexico"
Calle Flauta,"Monterrey, Nuevo León, Mexico"
"['Calle Quijera', 'Calle Flauta']","Monterrey, Nuevo León, Mexico"
Calle Quijera,"Monterrey, Nuevo León, Mexico"
Calle Arpa,"Monterrey, Nuevo León, Mexico"
"['Calle Flauta', 'Calle Quijera']","Monterrey, Nuevo León, Mexico"
Calle Simonillo,"Monterrey, Nuevo León, Mexico"
Calle Acocotillo,"Monterrey, Nuevo León, Mexico"
Calle Clavicordio,"Monterrey, Nuevo León, Mexico"
Calle Umbral,"Monterrey, Nuevo León, Mexico"
Calle Saúco,"Monterrey, Nuevo León, Mexico"
Calle Citará,"Monterrey, Nuevo León, Mexico"
Calle Adaraja,"Monterrey, Nuevo León, Mexico"
Calle Persinias,"Monterrey, Nuevo León, Mexico"
Calle Narciso,"Monterrey, Nuevo León, Mexico"
Doleo,"Monterrey, Nuevo León, Mexico"
"['Calle Navo', 'Doleo']","Monterrey, Nuevo León, Mexico"
Calle Albahaca,"Monterrey, Nuevo León, Mexico"
Calle Navo,"Monterrey, Nuevo León, Mexico"
Calle Imposta,"Monterrey, Nuevo León, Mexico"
Calle Dólar,"Monterrey, Nuevo León, Mexico"
Calle Balaustrada,"Monterrey, Nuevo León, Mexico"
Calle Móntate,"Monterrey, Nuevo León, Mexico"
Calle Enlucido,"Monterrey, Nuevo León, Mexico"
Calle Batiente,"Monterrey, Nuevo León, Mexico"
Calle Moldura,"Monterrey, Nuevo León, Mexico"
Calle Chambrana,"Monterrey, Nuevo León, Mexico"
Calle Correa,"Monterrey, Nuevo León, Mexico"
Calle Hoz,"Monterrey, Nuevo León, Mexico"
Calle Caveto,"Monterrey, Nuevo León, Mexico"
Calle Palo Azul,"Monterrey, Nuevo León, Mexico"
Calle Pretal,"Monterrey, Nuevo León, Mexico"
Calle Zapotillo,"Monterrey, Nuevo León, Mexico"
Calle Estribo,"Monterrey, Nuevo León, Mexico"
Calle Biznaga,"Monterrey, Nuevo León, Mexico"
Calle Cacomite,"Monterrey, Nuevo León, Mexico"
Calle Arzón,"Monterrey, Nuevo León, Mexico"
Calle Escofina,"Monterrey, Nuevo León, Mexico"
Calle Formón,"Monterrey, Nuevo León, Mexico"
Calle Lino,"Monterrey, Nuevo León, Mexico"
Calle Collera,"Monterrey, Nuevo León, Mexico"
Calle Borrajas,"Monterrey, Nuevo León, Mexico"
Calle Talzajillo,"Monterrey, Nuevo León, Mexico"
Calle Frontalera,"Monterrey, Nuevo León, Mexico"
Calle Cuasia,"Monterrey, Nuevo León, Mexico"
Calle F,"Monterrey, Nuevo León, Mexico"
Calle Muserola,"Monterrey, Nuevo León, Mexico"
Calle Capulín,"Monterrey, Nuevo León, Mexico"
Calle G,"Monterrey, Nuevo León, Mexico"
Calle Brida,"Monterrey, Nuevo León, Mexico"
Calle Hiedra,"Monterrey, Nuevo León, Mexico"
Calle J,"Monterrey, Nuevo León, Mexico"
Calle Segadora,"Monterrey, Nuevo León, Mexico"
Calle H,"Monterrey, Nuevo León, Mexico"
Calle Roseta,"Monterrey, Nuevo León, Mexico"
Calle I,"Monterrey, Nuevo León, Mexico"
Calle Escardillo,"Monterrey, Nuevo León, Mexico"
Calle Podadora,"Monterrey, Nuevo León, Mexico"
Calle Arreos,"Monterrey, Nuevo León, Mexico"
Calle Canal De Aztlán,"Monterrey, Nuevo León, Mexico"
Calle Grupera,"Monterrey, Nuevo León, Mexico"
Pitaya,"Monterrey, Nuevo León, Mexico"
Calle Horcate,"Monterrey, Nuevo León, Mexico"
Calle Miacatlán,"Monterrey, Nuevo León, Mexico"
Calle Azadón,"Monterrey, Nuevo León, Mexico"
Calle Alicoche,"Monterrey, Nuevo León, Mexico"
Calle Calpulli,"Monterrey, Nuevo León, Mexico"
Calle Chalma,"Monterrey, Nuevo León, Mexico"
Calle Sahuyo,"Monterrey, Nuevo León, Mexico"
Calpulli,"Monterrey, Nuevo León, Mexico"
Calle Zumpango,"Monterrey, Nuevo León, Mexico"
Calle Tayasal,"Monterrey, Nuevo León, Mexico"
Alicoche,"Monterrey, Nuevo León, Mexico"
Calle K,"Monterrey, Nuevo León, Mexico"
Calle Amacuzac,"Monterrey, Nuevo León, Mexico"
Calle L,"Monterrey, Nuevo León, Mexico"
Calle Cempoala,"Monterrey, Nuevo León, Mexico"
Calle P,"Monterrey, Nuevo León, Mexico"
Calle Cuitzeo,"Monterrey, Nuevo León, Mexico"
Calle M,"Monterrey, Nuevo León, Mexico"
Calle Ixcatepec,"Monterrey, Nuevo León, Mexico"
Calle Palmín,"Monterrey, Nuevo León, Mexico"
Calle Ocosingo,"Monterrey, Nuevo León, Mexico"
Calle Citlaltépec,"Monterrey, Nuevo León, Mexico"
Calle N,"Monterrey, Nuevo León, Mexico"
Calle Tecapa,"Monterrey, Nuevo León, Mexico"
Calle González Camarena,"Monterrey, Nuevo León, Mexico"
Calle Sahuaripa,"Monterrey, Nuevo León, Mexico"
Calle Paseo de las Aves,"Monterrey, Nuevo León, Mexico"
Calle del Gavilán,"Monterrey, Nuevo León, Mexico"
Calle del Ruiseñor,"Monterrey, Nuevo León, Mexico"
Calle Takamine,"Monterrey, Nuevo León, Mexico"
Calle Ehrlich,"Monterrey, Nuevo León, Mexico"
Calle Coatepec,"Monterrey, Nuevo León, Mexico"
Calle Tecomán,"Monterrey, Nuevo León, Mexico"
Calle Rutherford,"Monterrey, Nuevo León, Mexico"
Calle Bernard,"Monterrey, Nuevo León, Mexico"
Calle Paulov,"Monterrey, Nuevo León, Mexico"
Calle Berger,"Monterrey, Nuevo León, Mexico"
Calle del Cóndor,"Monterrey, Nuevo León, Mexico"
Calle del Faisán,"Monterrey, Nuevo León, Mexico"
Calle Ford,"Monterrey, Nuevo León, Mexico"
Calle Hermanos Lumiere,"Monterrey, Nuevo León, Mexico"
Zepelín,"Monterrey, Nuevo León, Mexico"
Calle Del Albatros,"Monterrey, Nuevo León, Mexico"
Privada Del Albatros,"Monterrey, Nuevo León, Mexico"
Calle Freud,"Monterrey, Nuevo León, Mexico"
Calle Fermi,"Monterrey, Nuevo León, Mexico"
Cerrada Del Albatros,"Monterrey, Nuevo León, Mexico"
Calle Fleming,"Monterrey, Nuevo León, Mexico"
Calle del Colibrí,"Monterrey, Nuevo León, Mexico"
Calle Paseo Loma Bonita,"Monterrey, Nuevo León, Mexico"
Ariane,"Monterrey, Nuevo León, Mexico"
Calle De La Alondra,"Monterrey, Nuevo León, Mexico"
Calle Zepelín,"Monterrey, Nuevo León, Mexico"
Calle Thompson,"Monterrey, Nuevo León, Mexico"
Calle Morgan,"Monterrey, Nuevo León, Mexico"
Calle Korn,"Monterrey, Nuevo León, Mexico"
Calle De La Calandria,"Monterrey, Nuevo León, Mexico"
Calle Ariane,"Monterrey, Nuevo León, Mexico"
Calle Imsa,"Monterrey, Nuevo León, Mexico"
Calle Dirak,"Monterrey, Nuevo León, Mexico"
Privada Ford,"Monterrey, Nuevo León, Mexico"
Calle de la Codorniz,"Monterrey, Nuevo León, Mexico"
Calle Pauline,"Monterrey, Nuevo León, Mexico"
Privada Morgan,"Monterrey, Nuevo León, Mexico"
Calle Calzado Justicia,"Monterrey, Nuevo León, Mexico"
Candelaria,"Monterrey, Nuevo León, Mexico"
Calle Urey,"Monterrey, Nuevo León, Mexico"
Privada Ariane,"Monterrey, Nuevo León, Mexico"
Calle del Cisne,"Monterrey, Nuevo León, Mexico"
"['Calle Del Cisne', 'Calle del Cisne']","Monterrey, Nuevo León, Mexico"
Calle del Águila,"Monterrey, Nuevo León, Mexico"
Calle Hylsa,"Monterrey, Nuevo León, Mexico"
Q y S de Mexico,"Monterrey, Nuevo León, Mexico"
"['Calle del Cisne', 'Calle Del Cisne']","Monterrey, Nuevo León, Mexico"
Calle del Jilguero,"Monterrey, Nuevo León, Mexico"
Calle Baleros Industriales,"Monterrey, Nuevo León, Mexico"
Calle Sol Naciente,"Monterrey, Nuevo León, Mexico"
Calle Caintra,"Monterrey, Nuevo León, Mexico"
Calle Alborada,"Monterrey, Nuevo León, Mexico"
Calle Águila de Oro,"Monterrey, Nuevo León, Mexico"
Calle Canaco,"Monterrey, Nuevo León, Mexico"
Calle Amanecer,"Monterrey, Nuevo León, Mexico"
Calle Distribuidora Solís Garza,"Monterrey, Nuevo León, Mexico"
Calle Galvak,"Monterrey, Nuevo León, Mexico"
Calle Aurora,"Monterrey, Nuevo León, Mexico"
Calle Ocaso,"Monterrey, Nuevo León, Mexico"
Calle Radiante,"Monterrey, Nuevo León, Mexico"
Calle Solsticio,"Monterrey, Nuevo León, Mexico"
Calle Atardecer,"Monterrey, Nuevo León, Mexico"
Calle Levante,"Monterrey, Nuevo León, Mexico"
Calle Crepúsculo,"Monterrey, Nuevo León, Mexico"
Calle Fulgor,"Monterrey, Nuevo León, Mexico"
Madre Selva,"Monterrey, Nuevo León, Mexico"
Calle Madre Selva,"Monterrey, Nuevo León, Mexico"
Las Flores,"Monterrey, Nuevo León, Mexico"
Calle La Gavia,"Monterrey, Nuevo León, Mexico"
Magnolia,"Monterrey, Nuevo León, Mexico"
Framboyán,"Monterrey, Nuevo León, Mexico"
Ebano,"Monterrey, Nuevo León, Mexico"
Álamo,"Monterrey, Nuevo León, Mexico"
Calle Nogal,"Monterrey, Nuevo León, Mexico"
Las Colinas,"Monterrey, Nuevo León, Mexico"
"['Cedros', 'Laurel']","Monterrey, Nuevo León, Mexico"
Cedros,"Monterrey, Nuevo León, Mexico"
Calle Los Valles,"Monterrey, Nuevo León, Mexico"
Privada Los Valles,"Monterrey, Nuevo León, Mexico"
Calle Jardín de las Lomas,"Monterrey, Nuevo León, Mexico"
Calle Jardín del Pedregal,"Monterrey, Nuevo León, Mexico"
Constructores,"Monterrey, Nuevo León, Mexico"
Alfredo J Bonfíl,"Monterrey, Nuevo León, Mexico"
Calle Licenciado Natalio Vázquez,"Monterrey, Nuevo León, Mexico"
Calle José O. Martínez,"Monterrey, Nuevo León, Mexico"
Graciano Sánchez,"Monterrey, Nuevo León, Mexico"
Félix Yáñez,"Monterrey, Nuevo León, Mexico"
Calle Alfredo V. Bonfil,"Monterrey, Nuevo León, Mexico"
Calle Fructuoso Rodríguez,"Monterrey, Nuevo León, Mexico"
Calle Manuel M. Diéguez,"Monterrey, Nuevo León, Mexico"
Esteban Vaca,"Monterrey, Nuevo León, Mexico"
Calle Coyole,"Monterrey, Nuevo León, Mexico"
Pedro Morales,"Monterrey, Nuevo León, Mexico"
Calle Esteban Vaca,"Monterrey, Nuevo León, Mexico"
Calle 13,"Monterrey, Nuevo León, Mexico"
Calle Profesor Otilio Montaño,"Monterrey, Nuevo León, Mexico"
Javier Huitmea,"Monterrey, Nuevo León, Mexico"
General Antonio I Villarreal,"Monterrey, Nuevo León, Mexico"
Lázaro Gutiérrez,"Monterrey, Nuevo León, Mexico"
Calle Javier Huitmea,"Monterrey, Nuevo León, Mexico"
Calle Graciano Sánchez,"Monterrey, Nuevo León, Mexico"
Calle Genovevo de la O,"Monterrey, Nuevo León, Mexico"
Calle General Antonio I Villarreal,"Monterrey, Nuevo León, Mexico"
José R. Elizondo,"Monterrey, Nuevo León, Mexico"
Hierbabuena,"Monterrey, Nuevo León, Mexico"
Carturina,"Monterrey, Nuevo León, Mexico"
Ruda,"Monterrey, Nuevo León, Mexico"
Francisco Mújica,"Monterrey, Nuevo León, Mexico"
Calle Doctor Ángel Martínez Villarreal,"Monterrey, Nuevo León, Mexico"
Calle Cadillo,"Monterrey, Nuevo León, Mexico"
Calle Zacate,"Monterrey, Nuevo León, Mexico"
Pablo A. Ballesteros,"Monterrey, Nuevo León, Mexico"
Sidra,"Monterrey, Nuevo León, Mexico"
Matías de Sada,"Monterrey, Nuevo León, Mexico"
Pimpinela,"Monterrey, Nuevo León, Mexico"
Juan Bautista de Arizpe,"Monterrey, Nuevo León, Mexico"
Rafael del Llano,"Monterrey, Nuevo León, Mexico"
Juan José Garza Treviño,"Monterrey, Nuevo León, Mexico"
Calle Artículo 27 Constitucional,"Monterrey, Nuevo León, Mexico"
Calle León García,"Monterrey, Nuevo León, Mexico"
Calle Ortiguilla,"Monterrey, Nuevo León, Mexico"
Quelite,"Monterrey, Nuevo León, Mexico"
Jose Antonio Eznal,"Monterrey, Nuevo León, Mexico"
Calle Artículo 123 Constitucional,"Monterrey, Nuevo León, Mexico"
Juan Manuel Pérez,"Monterrey, Nuevo León, Mexico"
Calle J. Andrés de Sobrevilla,"Monterrey, Nuevo León, Mexico"
Calle Gildardo Magaña,"Monterrey, Nuevo León, Mexico"
Calle Andres Mendieta,"Monterrey, Nuevo León, Mexico"
Calle Licenciado J. Silva,"Monterrey, Nuevo León, Mexico"
Calle Francisco del Corral,"Monterrey, Nuevo León, Mexico"
Doctor Ángel Martínez Villarreal,"Monterrey, Nuevo León, Mexico"
Calle Licenciado Antonio Díaz Soto Y Gama,"Monterrey, Nuevo León, Mexico"
Calle Licenciado Antonio Díaz Soto y Gama,"Monterrey, Nuevo León, Mexico"
Calle Ricardo Flores Magón,"Monterrey, Nuevo León, Mexico"
Calle Antonio Dávila,"Monterrey, Nuevo León, Mexico"
Calle Rodolfo Fierro,"Monterrey, Nuevo León, Mexico"
Calle Teófilo Martínez,"Monterrey, Nuevo León, Mexico"
Calle Rodolfo Gaytán,"Monterrey, Nuevo León, Mexico"
Calle Pedro Antonio Flores,"Monterrey, Nuevo León, Mexico"
Calle Vicente de la Garza,"Monterrey, Nuevo León, Mexico"
Calle Pascual Orozco,"Monterrey, Nuevo León, Mexico"
Calle Licenciado Emilio Romero,"Monterrey, Nuevo León, Mexico"
Calle Ambrosio Figueroa,"Monterrey, Nuevo León, Mexico"
José O. Martínez,"Monterrey, Nuevo León, Mexico"
Calle Nicolás Fernández,"Monterrey, Nuevo León, Mexico"
Calle Martín López,"Monterrey, Nuevo León, Mexico"
Calle Manuel Banda,"Monterrey, Nuevo León, Mexico"
Privada Manuel Banda,"Monterrey, Nuevo León, Mexico"
Alejandro Orozco,"Monterrey, Nuevo León, Mexico"
Calle Lino Segura,"Monterrey, Nuevo León, Mexico"
Calle Alejandro Orozco,"Monterrey, Nuevo León, Mexico"
Calle Centeno,"Monterrey, Nuevo León, Mexico"
14 de Octubre,"Monterrey, Nuevo León, Mexico"
Profesor Antonio Garate,"Monterrey, Nuevo León, Mexico"
Calle 25 de Abril,"Monterrey, Nuevo León, Mexico"
Calle Pablo Luna,"Monterrey, Nuevo León, Mexico"
Calle Santa Maria de la Paz,"Monterrey, Nuevo León, Mexico"
Calle Tomás Ornelas,"Monterrey, Nuevo León, Mexico"
Calle Juan B. Vargas,"Monterrey, Nuevo León, Mexico"
Calle Lorenzo Ávalos,"Monterrey, Nuevo León, Mexico"
Calle Justo José de Urquiza,"Monterrey, Nuevo León, Mexico"
Callejón Del Cerro,"Monterrey, Nuevo León, Mexico"
Calle Albino Aranda,"Monterrey, Nuevo León, Mexico"
Calle Mandioca,"Monterrey, Nuevo León, Mexico"
Calle Cebada,"Monterrey, Nuevo León, Mexico"
Calle Bernardino Rivaldivia,"Monterrey, Nuevo León, Mexico"
Copra,"Monterrey, Nuevo León, Mexico"
Calle Hipólito Villa,"Monterrey, Nuevo León, Mexico"
Calle Alfalfa,"Monterrey, Nuevo León, Mexico"
Calle Santiago Derqui,"Monterrey, Nuevo León, Mexico"
Calle José F. Uriburo,"Monterrey, Nuevo León, Mexico"
Calle Madera,"Monterrey, Nuevo León, Mexico"
Calle Toribio Ortega,"Monterrey, Nuevo León, Mexico"
Calle Río Grande,"Monterrey, Nuevo León, Mexico"
Calle 14 de Octubre,"Monterrey, Nuevo León, Mexico"
Calle Ciénega,"Monterrey, Nuevo León, Mexico"
Calle El Realito,"Monterrey, Nuevo León, Mexico"
Calle Ahuízotl,"Monterrey, Nuevo León, Mexico"
Calle Totepeuh,"Monterrey, Nuevo León, Mexico"
Calle Itzcoatl,"Monterrey, Nuevo León, Mexico"
Calle Huitzilopóchtli,"Monterrey, Nuevo León, Mexico"
Calle Xaltemoc,"Monterrey, Nuevo León, Mexico"
Calle Quetzalcóatl,"Monterrey, Nuevo León, Mexico"
Calle Nezahualcóyotl,"Monterrey, Nuevo León, Mexico"
Calle Cuitláhuac,"Monterrey, Nuevo León, Mexico"
Calle Nahuayotl,"Monterrey, Nuevo León, Mexico"
Calle Maxtla,"Monterrey, Nuevo León, Mexico"
Calle Axayácatl,"Monterrey, Nuevo León, Mexico"
Calle Acamapichitli,"Monterrey, Nuevo León, Mexico"
Calle Apiarios,"Monterrey, Nuevo León, Mexico"
Calle Ixtlixóchitl,"Monterrey, Nuevo León, Mexico"
Calle Agricultores,"Monterrey, Nuevo León, Mexico"
Calle Chimalpopoca,"Monterrey, Nuevo León, Mexico"
Calle Norias,"Monterrey, Nuevo León, Mexico"
Calle Tezcaltipoca,"Monterrey, Nuevo León, Mexico"
Calle Mezahualpilli,"Monterrey, Nuevo León, Mexico"
Calle Graneros,"Monterrey, Nuevo León, Mexico"
Calle Tezozómoc,"Monterrey, Nuevo León, Mexico"
Calle Pastores,"Monterrey, Nuevo León, Mexico"
Calle Mixcoatl,"Monterrey, Nuevo León, Mexico"
Calle Caporal,"Monterrey, Nuevo León, Mexico"
Calle Del Trabajo,"Monterrey, Nuevo León, Mexico"
Calle Gambito,"Monterrey, Nuevo León, Mexico"
Calle Vaqueros,"Monterrey, Nuevo León, Mexico"
Calle Ganaderos,"Monterrey, Nuevo León, Mexico"
Calle Blancas,"Monterrey, Nuevo León, Mexico"
Calle Labradores,"Monterrey, Nuevo León, Mexico"
Calle Reforma Agraria,"Monterrey, Nuevo León, Mexico"
Calle Negras,"Monterrey, Nuevo León, Mexico"
Calle Campesinos,"Monterrey, Nuevo León, Mexico"
Calle Jaque,"Monterrey, Nuevo León, Mexico"
Calle Artesanos,"Monterrey, Nuevo León, Mexico"
Calle Doctor Pedro Martínez,"Monterrey, Nuevo León, Mexico"
Calle Parcelas,"Monterrey, Nuevo León, Mexico"
Calle Presa,"Monterrey, Nuevo León, Mexico"
"['Calle Escaque', 'Calle Mate']","Monterrey, Nuevo León, Mexico"
Calle Edelmiro Rangel,"Monterrey, Nuevo León, Mexico"
Calle Caballo,"Monterrey, Nuevo León, Mexico"
Calle Procopio González,"Monterrey, Nuevo León, Mexico"
Calle Tablero,"Monterrey, Nuevo León, Mexico"
Calle Doctor Eusebio Guajardo,"Monterrey, Nuevo León, Mexico"
Calle Ajedrez,"Monterrey, Nuevo León, Mexico"
Enrique C. Livas,"Monterrey, Nuevo León, Mexico"
Calle Rudy López,"Monterrey, Nuevo León, Mexico"
Calle Cordillera,"Monterrey, Nuevo León, Mexico"
Calle Alfil,"Monterrey, Nuevo León, Mexico"
Calle Montaña,"Monterrey, Nuevo León, Mexico"
Calle Torre,"Monterrey, Nuevo León, Mexico"
Calle Peón,"Monterrey, Nuevo León, Mexico"
Calle Enroque,"Monterrey, Nuevo León, Mexico"
Calle Faras,"Monterrey, Nuevo León, Mexico"
Calle Zeus,"Monterrey, Nuevo León, Mexico"
Calle San Sebastián,"Monterrey, Nuevo León, Mexico"
Calle Menorca,"Monterrey, Nuevo León, Mexico"
Didima,"Monterrey, Nuevo León, Mexico"
Calle Claros,"Monterrey, Nuevo León, Mexico"
Calle Oviedo,"Monterrey, Nuevo León, Mexico"
La Madaleta,"Monterrey, Nuevo León, Mexico"
Calle Amón,"Monterrey, Nuevo León, Mexico"
Calle Cabrera,"Monterrey, Nuevo León, Mexico"
Calle Alicante,"Monterrey, Nuevo León, Mexico"
Calle Peseta,"Monterrey, Nuevo León, Mexico"
Calle Madrid,"Monterrey, Nuevo León, Mexico"
Calle Palma De Mallorca,"Monterrey, Nuevo León, Mexico"
Calle Alcalá,"Monterrey, Nuevo León, Mexico"
Calle Albacete,"Monterrey, Nuevo León, Mexico"
Calle Terraza,"Monterrey, Nuevo León, Mexico"
Calle Huelga de Cananea,"Monterrey, Nuevo León, Mexico"
Calle Lira,"Monterrey, Nuevo León, Mexico"
Calle Escudo,"Monterrey, Nuevo León, Mexico"
Calle Logroño,"Monterrey, Nuevo León, Mexico"
Calle Mártires de Río Blanco,"Monterrey, Nuevo León, Mexico"
Calle Juan Sarabia,"Monterrey, Nuevo León, Mexico"
Calle Ingeniero Rafael Arroyo,"Monterrey, Nuevo León, Mexico"
Lazaro Gutierrez,"Monterrey, Nuevo León, Mexico"
Calle Martín Torres,"Monterrey, Nuevo León, Mexico"
Calle Ares,"Monterrey, Nuevo León, Mexico"
Calle Licenciado Eduardo Elizondo,"Monterrey, Nuevo León, Mexico"
Calle Dinar,"Monterrey, Nuevo León, Mexico"
Calle Licenciado Alfonso Santos Palomo,"Monterrey, Nuevo León, Mexico"
Calle Sindicalismo,"Monterrey, Nuevo León, Mexico"
Calle Hermanos Flores Magón,"Monterrey, Nuevo León, Mexico"
Articulo 3,"Monterrey, Nuevo León, Mexico"
Calle Herón Proal,"Monterrey, Nuevo León, Mexico"
Calle R. Moreno,"Monterrey, Nuevo León, Mexico"
Calle Quelonia,"Monterrey, Nuevo León, Mexico"
Calle Pierida,"Monterrey, Nuevo León, Mexico"
Calle Morfo,"Monterrey, Nuevo León, Mexico"
Calle Lisandro,"Monterrey, Nuevo León, Mexico"
Calle De Los Albañiles,"Monterrey, Nuevo León, Mexico"
Calle De Los Fontaneros,"Monterrey, Nuevo León, Mexico"
Calle de los Electricistas,"Monterrey, Nuevo León, Mexico"
Calle De Los Carpinteros,"Monterrey, Nuevo León, Mexico"
Calle Rafael Quintero,"Monterrey, Nuevo León, Mexico"
Privada de los Profesionistas,"Monterrey, Nuevo León, Mexico"
Avenida de los Profesionistas,"Monterrey, Nuevo León, Mexico"
Calle No Asalariados,"Monterrey, Nuevo León, Mexico"
Calle Diego De Montemayor,"Monterrey, Nuevo León, Mexico"
Calle del Sector Popular,"Monterrey, Nuevo León, Mexico"
Calle Cristóbal Colón,"Monterrey, Nuevo León, Mexico"
Calle Simón Bolívar,"Monterrey, Nuevo León, Mexico"
"['Calle Simón Bolívar', 'Privada de los Profesionistas']","Monterrey, Nuevo León, Mexico"
"['Privada de los Profesionistas', 'Calle Simón Bolívar']","Monterrey, Nuevo León, Mexico"
Calle de los Artesanos,"Monterrey, Nuevo León, Mexico"
Calle de los Comisionistas,"Monterrey, Nuevo León, Mexico"
Calle De los Comerciantes,"Monterrey, Nuevo León, Mexico"
Calle de los Taxistas,"Monterrey, Nuevo León, Mexico"
Calle de las Uniones,"Monterrey, Nuevo León, Mexico"
Calle de los Deportistas,"Monterrey, Nuevo León, Mexico"
6a de los Profesionistas,"Monterrey, Nuevo León, Mexico"
5a de los Profesionistas,"Monterrey, Nuevo León, Mexico"
1a de los Comerciantes,"Monterrey, Nuevo León, Mexico"
Calle de los Propietarios,"Monterrey, Nuevo León, Mexico"
5a de los Ruteros,"Monterrey, Nuevo León, Mexico"
4a de los Ruteros,"Monterrey, Nuevo León, Mexico"
41a de los Profesionistas,"Monterrey, Nuevo León, Mexico"
3a de los Ruteros,"Monterrey, Nuevo León, Mexico"
2a Comerciantes,"Monterrey, Nuevo León, Mexico"
3a de los Profesionistas,"Monterrey, Nuevo León, Mexico"
2a de los Profesionistas,"Monterrey, Nuevo León, Mexico"
2a de los Ruteros,"Monterrey, Nuevo León, Mexico"
1a de los Profesionistas,"Monterrey, Nuevo León, Mexico"
1a Los Ruteros,"Monterrey, Nuevo León, Mexico"
Avenida Benceno,"Monterrey, Nuevo León, Mexico"
Avenida Minería,"Monterrey, Nuevo León, Mexico"
Cerrada Buena Vista,"Monterrey, Nuevo León, Mexico"
